ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
28050,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,11,"Developer, full-stack",2 to 9 employees,United States of America,14,Healthcare,180000
28055,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,9,"Developer, back-end",20 to 99 employees,Indonesia,9,"Internet, Telecomm or Information Services",61822
28058,I am a developer by profession,35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,7,"Developer, mobile",20 to 99 employees,Jordan,7,Fintech,67720
28059,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,4,1,"Developer, front-end",10 to 19 employees,France,1,Fintech,15037
28062,I am a developer by profession,35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,10,"Developer, back-end",20 to 99 employees,United States of America,10,Fintech,175000
28063,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,10,DevOps specialist,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,11,"Internet, Telecomm or Information Services",70063
28065,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,7,Engineering manager,100 to 499 employees,Germany,7,Insurance,96666
28067,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,"Developer, full-stack","5,000 to 9,999 employees",United States of America,10,Retail and Consumer Services,220000
28069,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, full-stack","1,000 to 4,999 employees",Indonesia,3,"Internet, Telecomm or Information Services",10672
28070,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"Developer, full-stack",100 to 499 employees,United States of America,2,Other:,71000
28071,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,17,"Developer, back-end",500 to 999 employees,Netherlands,17,Banking/Financial Services,75345
28073,I am a developer by profession,65 years or older,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",More than 50 years,48,"Developer, back-end",500 to 999 employees,United States of America,48,Computer Systems Design and Services,110000
28083,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,"Developer, full-stack",2 to 9 employees,Brazil,3,Other:,22378
28084,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,15,Data engineer,"10,000 or more employees",France,15,Manufacturing,96666
28086,I am a developer by profession,25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,4,"Developer, full-stack",20 to 99 employees,Brazil,4,Software Development,37297
28087,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,7,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,7,Software Development,74682
28091,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,7,1,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,1,Government,28025
28092,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31,29,Engineering manager,20 to 99 employees,United States of America,29,Energy,155000
28093,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,21,"Developer, full-stack",10 to 19 employees,United Arab Emirates,21,Software Development,104549
28096,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,3,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,3,Software Development,44586
28097,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,13,"Developer, full-stack",20 to 99 employees,Norway,13,Software Development,117925
28099,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,12,11,"Developer, mobile","1,000 to 4,999 employees",Germany,11,Retail and Consumer Services,85925
28100,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,1,"Developer, front-end",100 to 499 employees,India,1,Software Development,5982
28102,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,10,"Developer, back-end",20 to 99 employees,United States of America,10,Healthcare,161000
28103,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Something else,7,4,"Developer, desktop or enterprise applications",20 to 99 employees,Austria,4,Other:,53231
28107,I am a developer by profession,18-24 years old,Remote,Some college/university study without earning a degree,5,3,"Developer, full-stack",2 to 9 employees,Ukraine,3,Healthcare,10000
28110,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,12,Engineering manager,10 to 19 employees,Greece,12,Retail and Consumer Services,64444
28111,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,4,"Developer, full-stack",2 to 9 employees,Spain,4,Retail and Consumer Services,27926
28115,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,40,30,System administrator,20 to 99 employees,United States of America,47,Other:,100000
28116,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,1,Other (please specify):,100 to 499 employees,Turkey,1,"Internet, Telecomm or Information Services",9274
28117,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,3,"Engineer, site reliability","1,000 to 4,999 employees",India,3,Software Development,44863
28118,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, full-stack",2 to 9 employees,Morocco,3,Software Development,15311
28122,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25,15,DevOps specialist,100 to 499 employees,Germany,15,Other:,85925
28128,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,30,20,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",Romania,25,Software Development,15536
28137,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,5,"Developer, back-end",20 to 99 employees,Italy,5,Fintech,48333
28142,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,24,20,"Developer, full-stack",I don’t know,Russian Federation,20,Fintech,95238
28145,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4,"Developer, full-stack","1,000 to 4,999 employees",France,3,Computer Systems Design and Services,44037
28147,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,20,15,"Developer, back-end","10,000 or more employees",United States of America,15,Retail and Consumer Services,330000
28149,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,Other (please specify):,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,10,Software Development,86624
28150,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,20,"Developer, full-stack",10 to 19 employees,Argentina,20,Software Development,30595
28154,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,18,"Developer, back-end",20 to 99 employees,United States of America,19,Other:,205000
28155,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,3,Student,100 to 499 employees,India,2,Software Development,35890
28156,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, back-end",2 to 9 employees,Portugal,2,Higher Education,34370
28158,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,16,"Developer, full-stack",2 to 9 employees,Italy,17,Software Development,45111
28159,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36,25,"Developer, mobile","1,000 to 4,999 employees",Germany,25,Software Development,73036
28160,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8,"Developer, full-stack",20 to 99 employees,United States of America,8,Software Development,130000
28164,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,6,"Developer, embedded applications or devices","1,000 to 4,999 employees",United States of America,7,Manufacturing,110000
28165,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,15,"Developer, mobile",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,16,Other:,63694
28166,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,20,Other (please specify):,20 to 99 employees,Germany,20,Banking/Financial Services,96666
28167,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,29,"Developer, full-stack",10 to 19 employees,Brazil,26,Software Development,50352
28168,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,30,25,"Developer, back-end",100 to 499 employees,United States of America,25,Other:,230000
28171,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,"Developer, back-end",20 to 99 employees,Denmark,1,Banking/Financial Services,58465
28173,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, back-end",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,3,Energy,57325
28174,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, full-stack","5,000 to 9,999 employees",Spain,2,Software Development,71962
28175,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,11,7,"Developer, back-end",20 to 99 employees,Serbia,7,Fintech,128887
28176,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42,27,"Developer, embedded applications or devices",2 to 9 employees,Israel,27,Software Development,113334
28180,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,5,"Developer, back-end",500 to 999 employees,Kyrgyzstan,5,Software Development,100000
28182,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, full-stack",100 to 499 employees,Albania,5,"Transportation, or Supply Chain",48333
28183,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,"Developer, full-stack",500 to 999 employees,Greece,5,Retail and Consumer Services,45111
